"'AlternatePrecedence(Assign seriousness, VERIFIED)'","'AlternatePrecedence(Take in charge ticket, VERIFIED)'"
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
