"'AlternateSuccession(Assign seriousness, Wait)'","'CoExistence(Closed, Wait)'","'CoExistence(Resolve ticket, Wait)'","'ChainSuccession(Take in charge ticket, Wait)'",'Participation(Wait)',"'CoExistence(Wait, Assign seriousness)'","'AlternateSuccession(Wait, Closed)'","'ChainSuccession(Wait, Resolve ticket)'","'CoExistence(Wait, Take in charge ticket)'"
2.903703704,3.764705882,3.718750000,3.088235294,1.960000000,3.525925926,3.294117647,0.000000000,5.044117647
2.903703704,3.764705882,3.718750000,3.088235294,1.960000000,3.525925926,3.294117647,0.000000000,5.044117647
2.903703704,3.764705882,3.718750000,3.088235294,1.960000000,3.525925926,3.294117647,0.000000000,5.044117647
2.882352941,3.764705882,3.718750000,3.088235294,1.960000000,3.500000000,3.294117647,0.000000000,5.044117647
2.882352941,3.764705882,3.718750000,3.088235294,1.960000000,3.500000000,3.294117647,0.000000000,5.044117647
2.503703704,3.305084746,3.275590551,2.716417910,1.690000000,3.081481481,2.864406780,0.000000000,4.462686567
2.165413534,2.793103448,2.784000000,2.381679389,1.440000000,2.616541353,2.482758621,0.000000000,3.847328244
2.165413534,2.793103448,2.784000000,2.381679389,1.440000000,2.616541353,2.482758621,0.000000000,3.847328244
2.522388060,3.222222222,3.224000000,2.757575758,1.690000000,3.007462687,2.888888889,0.000000000,4.431818182
2.522388060,3.222222222,3.224000000,2.757575758,1.690000000,3.007462687,2.888888889,0.000000000,4.431818182
2.903703704,3.677966102,3.696000000,3.134328358,1.960000000,3.422222222,3.322033898,0.000000000,5.014925373
2.903703704,3.677966102,3.696000000,3.134328358,1.960000000,3.422222222,3.322033898,0.000000000,5.014925373
2.522388060,3.137931034,3.250000000,2.757575758,1.690000000,3.007462687,2.913793103,0.000000000,4.431818182
2.522388060,3.137931034,3.250000000,2.757575758,1.690000000,3.007462687,2.913793103,0.000000000,4.431818182
2.165413534,2.713043478,2.829268293,2.400000000,1.440000000,2.616541353,2.504347826,0.000000000,3.876923077
2.165413534,2.713043478,2.829268293,2.400000000,1.440000000,2.616541353,2.504347826,0.000000000,3.876923077
2.522388060,3.137931034,3.250000000,2.757575758,1.690000000,3.007462687,2.913793103,0.000000000,4.431818182
2.522388060,3.137931034,3.250000000,2.757575758,1.690000000,3.007462687,2.913793103,0.000000000,4.431818182
2.522388060,3.137931034,3.250000000,2.757575758,1.690000000,3.007462687,2.913793103,0.000000000,4.431818182
2.485294118,3.137931034,3.250000000,2.757575758,1.690000000,2.963235294,2.913793103,0.000000000,4.431818182
2.485294118,3.137931034,3.250000000,2.757575758,1.690000000,2.963235294,2.913793103,0.000000000,4.431818182
2.861313869,3.589743590,3.696000000,3.134328358,1.960000000,3.372262774,3.350427350,0.000000000,5.014925373
2.861313869,3.589743590,3.696000000,3.134328358,1.960000000,3.372262774,3.350427350,0.000000000,5.014925373
2.861313869,3.589743590,3.696000000,3.134328358,1.960000000,3.372262774,3.350427350,0.000000000,5.014925373
3.260869565,4.067796610,4.166666667,3.333333333,2.250000000,3.804347826,3.813559322,0.000000000,5.555555556
3.260869565,4.067796610,4.166666667,3.333333333,2.250000000,3.804347826,3.813559322,0.000000000,5.555555556
3.260869565,4.067796610,4.166666667,3.333333333,2.250000000,3.804347826,3.813559322,0.000000000,5.555555556
3.683453237,4.571428571,4.661417323,3.737226277,2.560000000,4.258992806,4.302521008,0.000000000,6.189781022
3.683453237,4.571428571,4.625000000,3.710144928,2.560000000,4.258992806,4.302521008,0.000000000,6.144927536
3.260869565,4.067796610,4.069767442,3.503649635,2.250000000,3.695652174,3.813559322,0.000000000,5.583941606
3.683453237,4.571428571,4.553846154,3.913669065,2.560000000,4.143884892,4.302521008,0.000000000,6.215827338
3.710144928,4.571428571,4.553846154,3.913669065,2.560000000,4.173913043,4.302521008,0.000000000,6.215827338
3.710144928,4.571428571,4.484848485,3.885714286,2.560000000,4.173913043,4.302521008,0.000000000,6.171428571
3.710144928,4.571428571,4.484848485,3.885714286,2.560000000,4.173913043,4.302521008,0.000000000,6.171428571
3.737226277,4.571428571,4.484848485,3.885714286,2.560000000,4.204379562,4.302521008,0.000000000,6.171428571
3.333333333,4.067796610,4.007633588,3.478260870,2.250000000,3.666666667,3.813559322,0.000000000,5.543478261
3.792592593,4.571428571,4.484848485,3.885714286,2.560000000,4.148148148,4.302521008,0.000000000,6.171428571
3.792592593,4.571428571,4.484848485,3.885714286,2.560000000,4.148148148,4.302521008,0.000000000,6.171428571
3.358208955,4.033613445,4.007633588,3.478260870,2.250000000,3.694029851,3.781512605,0.000000000,5.543478261
3.792592593,4.533333333,4.484848485,3.683453237,2.560000000,4.148148148,4.266666667,0.000000000,6.100719424
3.792592593,4.533333333,4.484848485,3.683453237,2.560000000,4.148148148,4.266666667,0.000000000,6.100719424
3.792592593,4.533333333,4.451127820,3.657142857,2.560000000,4.148148148,4.266666667,0.000000000,6.057142857
3.792592593,4.533333333,4.451127820,3.657142857,2.560000000,4.148148148,4.266666667,0.000000000,6.057142857
3.792592593,4.533333333,4.363636364,3.683453237,2.560000000,4.148148148,4.266666667,0.000000000,5.985611511
3.764705882,4.533333333,4.363636364,3.683453237,2.560000000,4.117647059,4.266666667,0.000000000,5.985611511
3.333333333,4.033613445,3.893129771,3.284671533,2.250000000,3.555555556,3.781512605,0.000000000,5.364963504
3.333333333,4.033613445,3.923076923,3.284671533,2.250000000,3.555555556,3.781512605,0.000000000,5.364963504
3.333333333,4.033613445,3.923076923,3.284671533,2.250000000,3.555555556,3.781512605,0.000000000,5.364963504
3.737226277,4.533333333,4.396946565,3.683453237,2.560000000,4.087591241,4.266666667,0.000000000,5.985611511
3.710144928,4.533333333,4.465116279,3.683453237,2.560000000,4.057971014,4.266666667,0.000000000,5.985611511
3.710144928,4.533333333,4.465116279,3.683453237,2.560000000,4.057971014,4.266666667,0.000000000,5.985611511
3.737226277,4.533333333,4.465116279,3.683453237,2.560000000,4.087591241,4.266666667,0.000000000,5.985611511
3.737226277,4.533333333,4.465116279,3.683453237,2.560000000,4.087591241,4.266666667,0.000000000,5.985611511
3.737226277,4.533333333,4.465116279,3.683453237,2.560000000,4.087591241,4.266666667,0.000000000,5.985611511
4.218978102,5.057851240,4.969230769,4.099290780,2.890000000,4.591240876,4.776859504,0.000000000,6.631205674
4.218978102,5.057851240,4.969230769,4.099290780,2.890000000,4.591240876,4.776859504,0.000000000,6.631205674
4.250000000,5.057851240,4.931297710,4.041958042,2.890000000,4.625000000,4.776859504,0.000000000,6.538461538
4.250000000,5.057851240,4.931297710,4.041958042,2.890000000,4.625000000,4.776859504,0.000000000,6.538461538
4.250000000,5.057851240,4.931297710,4.041958042,2.890000000,4.625000000,4.776859504,0.000000000,6.538461538
4.250000000,5.057851240,4.931297710,4.041958042,2.890000000,4.625000000,4.776859504,0.000000000,6.538461538
4.250000000,5.057851240,4.931297710,4.041958042,2.890000000,4.625000000,4.776859504,0.000000000,6.538461538
4.250000000,5.057851240,4.931297710,4.041958042,2.890000000,4.625000000,4.776859504,0.000000000,6.538461538
4.250000000,5.057851240,4.931297710,4.041958042,2.890000000,4.625000000,4.776859504,0.000000000,6.538461538
3.792592593,4.533333333,4.430769231,3.631205674,2.560000000,4.148148148,4.266666667,0.000000000,5.900709220
4.250000000,5.057851240,4.931297710,4.041958042,2.890000000,4.625000000,4.776859504,0.000000000,6.538461538
4.764705882,5.606557377,5.454545455,4.468965517,3.240000000,5.161764706,5.311475410,0.000000000,7.200000000
4.764705882,5.606557377,5.454545455,4.468965517,3.240000000,5.161764706,5.311475410,0.000000000,7.200000000
4.313432836,4.958333333,4.648437500,3.913669065,2.890000000,4.567164179,4.816666667,0.000000000,6.237410072
4.313432836,5.000000000,4.648437500,3.913669065,2.890000000,4.567164179,4.857142857,0.000000000,6.237410072
4.345864662,5.000000000,4.612403101,3.885714286,2.890000000,4.601503759,4.857142857,0.000000000,6.192857143
4.378787879,5.042372881,4.612403101,3.885714286,2.890000000,4.636363636,4.898305085,0.000000000,6.192857143
4.378787879,5.042372881,4.612403101,3.885714286,2.890000000,4.636363636,4.898305085,0.000000000,6.192857143
4.378787879,5.042372881,4.612403101,3.885714286,2.890000000,4.636363636,4.898305085,0.000000000,6.192857143
4.378787879,5.042372881,4.612403101,3.885714286,2.890000000,4.636363636,4.898305085,0.000000000,6.192857143
4.378787879,5.042372881,4.612403101,3.885714286,2.890000000,4.636363636,4.898305085,0.000000000,6.192857143
4.378787879,5.042372881,4.612403101,3.885714286,2.890000000,4.636363636,4.898305085,0.000000000,6.192857143
4.909090909,5.596638655,5.162790698,4.309859155,3.240000000,5.181818182,5.445378151,0.000000000,6.845070423
4.946564885,5.596638655,5.162790698,4.309859155,3.240000000,5.221374046,5.445378151,0.000000000,6.845070423
4.946564885,5.596638655,5.162790698,4.309859155,3.240000000,5.221374046,5.445378151,0.000000000,6.845070423
4.909090909,5.596638655,5.162790698,4.309859155,3.240000000,5.181818182,5.445378151,0.000000000,6.845070423
4.909090909,5.596638655,5.162790698,4.309859155,3.240000000,5.181818182,5.445378151,0.000000000,6.845070423
5.388059701,6.280991736,5.801526718,4.945205479,3.610000000,5.813432836,5.966942149,0.000000000,7.678082192
5.388059701,6.280991736,5.801526718,4.945205479,3.610000000,5.813432836,5.966942149,0.000000000,7.678082192
5.388059701,6.280991736,5.801526718,4.945205479,3.610000000,5.813432836,5.966942149,0.000000000,7.678082192
5.388059701,6.280991736,5.757575758,4.945205479,3.610000000,5.813432836,5.966942149,0.000000000,7.678082192
4.835820896,5.700000000,5.221374046,4.500000000,3.240000000,5.238805970,5.400000000,0.000000000,7.000000000
4.835820896,5.700000000,5.221374046,4.500000000,3.240000000,5.238805970,5.400000000,0.000000000,7.000000000
4.872180451,5.700000000,5.221374046,4.500000000,3.240000000,5.278195489,5.400000000,0.000000000,7.000000000
4.872180451,5.700000000,5.221374046,4.500000000,3.240000000,5.278195489,5.400000000,0.000000000,7.000000000
4.872180451,5.700000000,5.221374046,4.500000000,3.240000000,5.278195489,5.400000000,0.000000000,7.000000000
4.872180451,5.700000000,5.221374046,4.500000000,3.240000000,5.278195489,5.400000000,0.000000000,7.000000000
4.872180451,5.700000000,5.221374046,4.500000000,3.240000000,5.278195489,5.400000000,0.000000000,7.000000000
4.872180451,5.700000000,5.318181818,4.468965517,3.240000000,5.278195489,5.400000000,0.000000000,7.075862069
4.872180451,5.700000000,5.278195489,4.468965517,3.240000000,5.278195489,5.400000000,0.000000000,7.075862069
4.412213740,5.042372881,4.671755725,3.858156028,2.890000000,4.671755725,4.898305085,0.000000000,6.269503546
4.446153846,5.042372881,4.671755725,3.858156028,2.890000000,4.707692308,4.898305085,0.000000000,6.269503546
4.446153846,5.042372881,4.671755725,3.858156028,2.890000000,4.707692308,4.898305085,0.000000000,6.269503546
4.446153846,5.042372881,4.671755725,3.858156028,2.890000000,4.707692308,4.898305085,0.000000000,6.269503546
4.446153846,5.042372881,4.671755725,3.858156028,2.890000000,4.707692308,4.898305085,0.000000000,6.269503546
4.446153846,5.042372881,4.671755725,3.858156028,2.890000000,4.707692308,4.898305085,0.000000000,6.269503546
4.446153846,5.042372881,4.671755725,3.858156028,2.890000000,4.707692308,4.898305085,0.000000000,6.269503546
4.446153846,5.042372881,4.636363636,3.830985915,2.890000000,4.707692308,4.898305085,0.000000000,6.225352113
4.446153846,5.042372881,4.636363636,3.830985915,2.890000000,4.707692308,4.898305085,0.000000000,6.225352113
4.480620155,5.042372881,4.636363636,3.830985915,2.890000000,4.744186047,4.898305085,0.000000000,6.225352113
4.480620155,5.042372881,4.636363636,3.830985915,2.890000000,4.744186047,4.898305085,0.000000000,6.225352113
4.480620155,5.042372881,4.636363636,3.830985915,2.890000000,4.744186047,4.898305085,0.000000000,6.225352113
4.480620155,5.042372881,4.636363636,3.830985915,2.890000000,4.744186047,4.898305085,0.000000000,6.225352113
4.480620155,5.042372881,4.636363636,3.830985915,2.890000000,4.744186047,4.898305085,0.000000000,6.225352113
4.000000000,4.512820513,4.152671756,3.428571429,2.560000000,4.250000000,4.376068376,0.000000000,5.600000000
4.000000000,4.512820513,4.152671756,3.428571429,2.560000000,4.250000000,4.376068376,0.000000000,5.600000000
3.543307087,4.008620690,3.692307692,3.043478261,2.250000000,3.779527559,3.879310345,0.000000000,5.000000000
4.000000000,4.512820513,4.242424242,3.404255319,2.560000000,4.250000000,4.376068376,0.000000000,5.673758865
3.938461538,4.512820513,4.242424242,3.404255319,2.560000000,4.184615385,4.376068376,0.000000000,5.673758865
4.412213740,5.042372881,4.729323308,3.804195804,2.890000000,4.671755725,4.898305085,0.000000000,6.300699301
4.412213740,5.042372881,4.729323308,3.804195804,2.890000000,4.671755725,4.898305085,0.000000000,6.300699301
4.909090909,5.596638655,5.238805970,4.000000000,3.240000000,5.181818182,5.445378151,0.000000000,6.875000000
4.412213740,5.042372881,4.729323308,3.591549296,2.890000000,4.671755725,4.898305085,0.000000000,6.225352113
4.412213740,5.042372881,4.729323308,3.591549296,2.890000000,4.671755725,4.898305085,0.000000000,6.225352113
4.412213740,5.042372881,4.729323308,3.591549296,2.890000000,4.671755725,4.898305085,0.000000000,6.225352113
5.023255814,5.596638655,5.238805970,4.000000000,3.240000000,5.302325581,5.445378151,0.000000000,6.875000000
5.023255814,5.596638655,5.238805970,4.000000000,3.240000000,5.302325581,5.445378151,0.000000000,6.875000000
5.023255814,5.596638655,5.238805970,4.000000000,3.240000000,5.302325581,5.445378151,0.000000000,6.875000000
5.023255814,5.596638655,5.238805970,4.000000000,3.240000000,5.302325581,5.445378151,0.000000000,6.875000000
5.023255814,5.596638655,5.238805970,4.000000000,3.240000000,5.302325581,5.445378151,0.000000000,6.875000000
5.023255814,5.596638655,5.333333333,4.191780822,3.240000000,5.302325581,5.445378151,0.000000000,7.027397260
5.553846154,6.175000000,5.963503650,4.590604027,3.610000000,5.846153846,6.016666667,0.000000000,7.778523490
5.553846154,6.175000000,5.963503650,4.590604027,3.610000000,5.846153846,6.016666667,0.000000000,7.778523490
5.023255814,5.596638655,5.426470588,4.163265306,3.240000000,5.302325581,5.445378151,0.000000000,7.102040816
5.023255814,5.596638655,5.466666667,4.191780822,3.240000000,5.302325581,5.445378151,0.000000000,7.150684932
4.984615385,5.596638655,5.548872180,4.191780822,3.240000000,5.261538462,5.445378151,0.000000000,7.150684932
4.480620155,5.042372881,4.984962406,3.751724138,2.890000000,4.744186047,4.898305085,0.000000000,6.448275862
4.446153846,5.042372881,4.984962406,3.751724138,2.890000000,4.707692308,4.898305085,0.000000000,6.448275862
4.446153846,5.042372881,5.061068702,3.777777778,2.890000000,4.707692308,4.898305085,0.000000000,6.493055556
4.946564885,5.596638655,5.590909091,4.191780822,3.240000000,5.221374046,5.445378151,0.000000000,7.150684932
5.428571429,6.175000000,6.142857143,4.621621622,3.610000000,5.857142857,6.016666667,0.000000000,7.831081081
5.428571429,6.175000000,6.142857143,4.621621622,3.610000000,5.857142857,6.016666667,0.000000000,7.831081081
4.909090909,5.596638655,5.590909091,4.191780822,3.240000000,5.318181818,5.445378151,0.000000000,7.150684932
5.428571429,6.175000000,6.142857143,4.621621622,3.610000000,5.857142857,6.016666667,0.000000000,7.831081081
5.428571429,6.226890756,6.142857143,4.621621622,3.610000000,5.857142857,6.067226891,0.000000000,7.831081081
5.428571429,6.226890756,6.238805970,4.813333333,3.610000000,5.857142857,6.067226891,0.000000000,7.980000000
5.970149254,6.833333333,6.814814815,5.228758170,4.000000000,6.417910448,6.666666667,0.000000000,8.758169935
5.925925926,6.833333333,6.865671642,5.263157895,4.000000000,6.370370370,6.666666667,0.000000000,8.815789474
5.925925926,6.833333333,6.865671642,5.263157895,4.000000000,6.370370370,6.666666667,0.000000000,8.815789474
5.388059701,6.226890756,6.285714286,4.813333333,3.610000000,5.813432836,6.067226891,0.000000000,8.106666667
5.428571429,6.226890756,6.285714286,4.781456954,3.610000000,5.857142857,6.067226891,0.000000000,8.052980132
5.469696970,6.226890756,6.285714286,4.781456954,3.610000000,5.901515152,6.067226891,0.000000000,8.052980132
5.469696970,6.226890756,6.285714286,4.781456954,3.610000000,5.901515152,6.067226891,0.000000000,8.052980132
5.469696970,6.226890756,6.285714286,4.781456954,3.610000000,5.901515152,6.067226891,0.000000000,8.052980132
4.984615385,5.644067797,5.727272727,4.348993289,3.240000000,5.261538462,5.491525424,0.000000000,7.369127517
4.984615385,5.644067797,5.727272727,4.348993289,3.240000000,5.261538462,5.491525424,0.000000000,7.369127517
5.428571429,6.226890756,6.285714286,4.560000000,3.610000000,6.000000000,6.067226891,0.000000000,7.980000000
5.428571429,6.226890756,6.285714286,4.560000000,3.610000000,6.000000000,6.067226891,0.000000000,7.980000000
5.428571429,6.226890756,6.285714286,4.560000000,3.610000000,6.000000000,6.067226891,0.000000000,7.980000000
5.428571429,6.226890756,6.285714286,4.560000000,3.610000000,6.000000000,6.067226891,0.000000000,7.980000000
5.308823529,6.540983607,6.656934307,5.082802548,3.610000000,6.286764706,5.918032787,0.000000000,8.471337580
5.308823529,6.540983607,6.656934307,5.082802548,3.610000000,6.286764706,5.918032787,0.000000000,8.471337580
5.308823529,6.540983607,6.705882353,5.115384615,3.610000000,6.286764706,5.918032787,0.000000000,8.525641026
5.839416058,7.154471545,7.299270073,5.569620253,4.000000000,6.861313869,6.504065041,0.000000000,9.240506329
6.437956204,7.790322581,7.913043478,6.037500000,4.410000000,7.510948905,7.112903226,0.000000000,9.975000000
6.437956204,7.790322581,7.856115108,6.000000000,4.410000000,7.510948905,7.112903226,0.000000000,9.913043478
6.437956204,7.790322581,7.856115108,6.000000000,4.410000000,7.510948905,7.112903226,0.000000000,9.913043478
6.437956204,7.790322581,7.856115108,6.000000000,4.410000000,7.510948905,7.112903226,0.000000000,9.913043478
6.437956204,7.790322581,7.856115108,6.000000000,4.410000000,7.510948905,7.112903226,0.000000000,9.913043478
6.437956204,7.790322581,7.856115108,6.000000000,4.410000000,7.510948905,7.112903226,0.000000000,9.913043478
5.882352941,7.154471545,7.246376812,5.534591195,4.000000000,6.911764706,6.504065041,0.000000000,9.182389937
5.348148148,6.540983607,6.656934307,5.082802548,3.610000000,6.333333333,5.918032787,0.000000000,8.471337580
5.882352941,7.154471545,7.246376812,5.534591195,4.000000000,6.911764706,6.504065041,0.000000000,9.182389937
5.839416058,7.154471545,7.246376812,5.534591195,4.000000000,6.861313869,6.504065041,0.000000000,9.182389937
6.345323741,7.833333333,7.950000000,5.962962963,4.410000000,7.553956835,7.000000000,0.000000000,9.981481481
6.345323741,7.833333333,8.007194245,6.000000000,4.410000000,7.553956835,7.000000000,0.000000000,10.043478261
6.345323741,7.833333333,8.007194245,6.000000000,4.410000000,7.553956835,7.000000000,0.000000000,10.043478261
6.345323741,7.833333333,8.007194245,6.000000000,4.410000000,7.553956835,7.000000000,0.000000000,10.043478261
6.300000000,7.833333333,8.007194245,6.000000000,4.410000000,7.500000000,7.000000000,0.000000000,10.043478261
6.300000000,7.833333333,8.007194245,6.000000000,4.410000000,7.500000000,7.000000000,0.000000000,10.043478261
6.300000000,7.833333333,8.007194245,6.000000000,4.410000000,7.500000000,7.000000000,0.000000000,10.043478261
6.300000000,7.833333333,8.007194245,6.000000000,4.410000000,7.500000000,7.000000000,0.000000000,10.043478261
5.755395683,7.200000000,7.391304348,5.534591195,4.000000000,6.906474820,6.400000000,0.000000000,9.308176101
5.673758865,7.200000000,7.445255474,5.534591195,4.000000000,6.808510638,6.400000000,0.000000000,9.308176101
5.673758865,7.200000000,7.445255474,5.534591195,4.000000000,6.808510638,6.400000000,0.000000000,9.308176101
5.714285714,7.200000000,7.445255474,5.534591195,4.000000000,6.857142857,6.400000000,0.000000000,9.308176101
5.714285714,7.200000000,7.445255474,5.534591195,4.000000000,6.857142857,6.400000000,0.000000000,9.308176101
5.231884058,6.487804878,6.755555556,4.903225806,3.610000000,6.195652174,5.869918699,0.000000000,8.458064516
5.194244604,6.487804878,6.755555556,4.903225806,3.610000000,6.151079137,5.869918699,0.000000000,8.458064516
5.673758865,7.096774194,7.445255474,5.095541401,4.000000000,6.808510638,6.451612903,0.000000000,9.171974522
5.633802817,7.096774194,7.500000000,5.095541401,4.000000000,6.760563380,6.451612903,0.000000000,9.171974522
5.673758865,7.096774194,7.500000000,5.095541401,4.000000000,6.808510638,6.451612903,0.000000000,9.171974522
5.673758865,7.096774194,7.500000000,5.095541401,4.000000000,6.808510638,6.451612903,0.000000000,9.171974522
5.673758865,7.096774194,7.500000000,5.095541401,4.000000000,6.808510638,6.451612903,0.000000000,9.171974522
6.211267606,7.728000000,8.124087591,5.316455696,4.410000000,7.394366197,7.056000000,0.000000000,9.835443038
6.167832168,7.728000000,8.124087591,5.316455696,4.410000000,7.342657343,7.056000000,0.000000000,9.835443038
6.167832168,7.728000000,8.124087591,5.316455696,4.410000000,7.342657343,7.056000000,0.000000000,9.835443038
6.675862069,8.488188976,8.957142857,5.703703704,4.840000000,8.041379310,7.622047244,0.000000000,10.728395062
6.125000000,7.833333333,8.217391304,5.283018868,4.410000000,7.437500000,7.000000000,0.000000000,9.905660377
6.082758621,7.833333333,8.277372263,5.283018868,4.410000000,7.386206897,7.000000000,0.000000000,9.905660377
6.630136986,8.488188976,8.927536232,5.500000000,4.840000000,7.986301370,7.622047244,0.000000000,10.587500000
6.630136986,8.488188976,8.927536232,5.500000000,4.840000000,7.986301370,7.622047244,0.000000000,10.587500000
7.197278912,9.164062500,9.597122302,5.962962963,5.290000000,8.605442177,8.265625000,0.000000000,11.358024691
7.197278912,9.164062500,9.528571429,5.926380368,5.290000000,8.605442177,8.265625000,0.000000000,11.288343558
7.197278912,9.164062500,9.460992908,5.926380368,5.290000000,8.605442177,8.265625000,0.000000000,11.288343558
7.836734694,9.860465116,10.140845070,6.400000000,5.760000000,9.306122449,8.930232558,0.000000000,12.072727273
7.836734694,9.860465116,10.140845070,6.400000000,5.760000000,9.306122449,8.930232558,0.000000000,12.072727273
7.836734694,9.860465116,10.212765957,6.439024390,5.760000000,9.306122449,8.930232558,0.000000000,12.146341463
8.445945946,10.576923077,10.915492958,6.927710843,6.250000000,9.966216216,9.615384615,0.000000000,12.951807229
8.953642384,11.312977099,11.636363636,7.428571429,6.760000000,10.847682119,10.320610687,0.000000000,13.773809524
9.529411765,12.068181818,12.375000000,7.941176471,7.290000000,11.647058824,11.045454545,0.000000000,14.611764706
10.116129032,12.842105263,13.131034483,8.465116279,7.840000000,12.464516129,11.789473684,0.000000000,15.465116279
10.116129032,12.842105263,13.131034483,8.465116279,7.840000000,12.464516129,11.789473684,0.000000000,15.465116279
10.116129032,12.842105263,13.131034483,8.465116279,7.840000000,12.464516129,11.789473684,0.000000000,15.465116279
10.782051282,13.634328358,13.904109589,9.000000000,8.410000000,13.198717949,12.552238806,0.000000000,16.333333333
10.782051282,13.634328358,13.904109589,9.000000000,8.410000000,13.198717949,12.552238806,0.000000000,16.333333333
10.782051282,13.634328358,13.904109589,9.000000000,8.410000000,13.198717949,12.552238806,0.000000000,16.333333333
10.782051282,13.634328358,13.800000000,9.052023121,8.410000000,13.198717949,12.552238806,0.000000000,16.260115607
10.922077922,13.634328358,13.800000000,9.052023121,8.410000000,13.370129870,12.552238806,0.000000000,16.260115607
10.922077922,13.634328358,13.800000000,9.052023121,8.410000000,13.370129870,12.552238806,0.000000000,16.260115607
10.922077922,13.634328358,13.800000000,9.052023121,8.410000000,13.370129870,12.552238806,0.000000000,16.260115607
10.248366013,12.842105263,13.027777778,8.790697674,7.840000000,12.627450980,11.789473684,0.000000000,15.465116279
10.248366013,12.842105263,13.027777778,8.790697674,7.840000000,12.627450980,11.789473684,0.000000000,15.465116279
10.248366013,12.842105263,13.027777778,8.790697674,7.840000000,12.627450980,11.789473684,0.000000000,15.465116279
10.181818182,12.842105263,13.027777778,8.790697674,7.840000000,12.545454545,11.789473684,0.000000000,15.465116279
9.529411765,12.068181818,12.272727273,8.258823529,7.290000000,11.823529412,11.045454545,0.000000000,14.611764706
9.529411765,12.068181818,12.272727273,8.258823529,7.290000000,11.823529412,11.045454545,0.000000000,14.611764706
