"'AlternatePrecedence(Assign seriousness, Create SW anomaly)'","'ChainPrecedence(Take in charge ticket, Create SW anomaly)'"
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
50.000000000,50.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
