"'AlternatePrecedence(Assign seriousness, Schedule intervention)'","'ChainPrecedence(Take in charge ticket, Schedule intervention)'"
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
100.000000000,100.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
0.000000000,0.000000000
