"'RespondedExistence(Assign seriousness, Insert ticket)'","'NotCoExistence(Assign seriousness, Insert ticket)'","'ChainSuccession(Assign seriousness, Resolve ticket)'","'RespondedExistence(Closed, Insert ticket)'","'NotCoExistence(Closed, Insert ticket)'","'ChainPrecedence(Wait, Create SW anomaly)'","'AlternatePrecedence(Wait, INVALID)'",'AtMostOne(Insert ticket)',"'ChainResponse(Insert ticket, Assign seriousness)'","'NotCoExistence(Insert ticket, Assign seriousness)'","'AlternateResponse(Insert ticket, Closed)'","'AlternateResponse(Insert ticket, Resolve ticket)'","'AlternateResponse(Insert ticket, Take in charge ticket)'","'AlternatePrecedence(Wait, RESOLVED)'","'ChainPrecedence(Wait, Require upgrade)'","'ChainPrecedence(Take in charge ticket, Resolve SW anomaly)'","'NotCoExistence(Resolve ticket, Insert ticket)'","'ChainSuccession(Resolve ticket, Take in charge ticket)'","'RespondedExistence(Take in charge ticket, Insert ticket)'","'NotCoExistence(Take in charge ticket, Insert ticket)'","'AlternatePrecedence(Wait, VERIFIED)'","'ChainPrecedence(Assign seriousness, Wait)'","'NotCoExistence(Wait, Insert ticket)'","'ChainSuccession(Wait, Take in charge ticket)'"
6.491803279,5.343750000,0.000000000,5.882352941,5.333333333,0.000000000,0.000000000,6.000000000,6.000000000,5.343750000,6.000000000,6.000000000,6.000000000,0.000000000,0.000000000,0.000000000,5.394957983,4.310344828,5.882352941,5.376000000,0.000000000,6.600000000,5.428571429,2.716417910
6.491803279,5.343750000,0.000000000,5.882352941,5.333333333,0.000000000,0.000000000,6.000000000,6.000000000,5.343750000,6.000000000,6.000000000,6.000000000,0.000000000,0.000000000,0.000000000,5.394957983,4.310344828,5.882352941,5.376000000,0.000000000,6.600000000,5.428571429,2.716417910
6.491803279,5.343750000,0.000000000,5.882352941,5.333333333,0.000000000,0.000000000,6.000000000,6.000000000,5.343750000,6.000000000,6.000000000,6.000000000,0.000000000,0.000000000,0.000000000,5.394957983,4.310344828,5.882352941,5.376000000,0.000000000,6.600000000,5.428571429,2.716417910
6.491803279,5.343750000,0.000000000,5.882352941,5.333333333,0.000000000,0.000000000,6.000000000,6.000000000,5.343750000,6.000000000,6.000000000,6.000000000,0.000000000,0.000000000,0.000000000,5.394957983,4.310344828,5.882352941,5.376000000,0.000000000,6.600000000,5.428571429,2.716417910
7.303278689,6.131782946,0.000000000,6.862745098,6.100917431,0.000000000,0.000000000,7.000000000,7.000000000,6.131782946,7.000000000,7.000000000,7.000000000,0.000000000,0.000000000,0.000000000,6.183333333,4.310344828,6.722689076,6.166666667,0.000000000,6.600000000,6.363636364,2.716417910
7.363636364,6.125000000,0.000000000,6.862745098,6.100917431,0.000000000,0.000000000,7.000000000,7.000000000,6.125000000,7.000000000,7.000000000,7.000000000,0.000000000,0.000000000,0.000000000,6.183333333,4.310344828,6.722689076,6.166666667,0.000000000,6.600000000,6.363636364,2.716417910
7.425000000,6.118110236,0.000000000,6.862745098,6.100917431,0.000000000,0.000000000,7.000000000,7.000000000,6.118110236,7.000000000,7.000000000,7.000000000,0.000000000,0.000000000,0.000000000,6.183333333,4.291845494,6.666666667,6.173228346,0.000000000,6.187500000,6.391304348,3.088235294
7.425000000,6.118110236,0.000000000,6.862745098,6.100917431,0.000000000,0.000000000,7.000000000,7.000000000,6.118110236,7.000000000,7.000000000,7.000000000,0.000000000,0.000000000,0.000000000,6.183333333,4.291845494,6.666666667,6.173228346,0.000000000,6.187500000,6.391304348,3.088235294
7.363636364,6.125000000,0.000000000,6.862745098,6.100917431,0.000000000,0.000000000,7.000000000,7.000000000,6.125000000,7.000000000,7.000000000,7.000000000,0.000000000,0.000000000,0.000000000,6.183333333,4.291845494,6.666666667,6.173228346,0.000000000,6.187500000,6.391304348,3.088235294
7.363636364,6.125000000,0.000000000,6.862745098,6.100917431,0.000000000,0.000000000,7.000000000,7.000000000,6.125000000,7.000000000,7.000000000,7.000000000,0.000000000,0.000000000,0.000000000,6.183333333,4.310344828,6.722689076,6.166666667,0.000000000,6.187500000,6.391304348,3.111111111
7.363636364,6.125000000,0.000000000,6.862745098,6.100917431,0.000000000,0.000000000,7.000000000,7.000000000,6.125000000,7.000000000,7.000000000,7.000000000,0.000000000,0.000000000,0.000000000,6.176470588,3.478260870,6.779661017,6.160000000,0.000000000,6.187500000,6.391304348,3.134328358
7.363636364,6.125000000,0.000000000,6.862745098,6.100917431,0.000000000,0.000000000,7.000000000,7.000000000,6.125000000,7.000000000,7.000000000,7.000000000,0.000000000,0.000000000,0.000000000,6.176470588,3.478260870,6.779661017,6.160000000,0.000000000,6.187500000,6.391304348,3.134328358
7.363636364,6.125000000,0.000000000,6.862745098,6.100917431,0.000000000,0.000000000,7.000000000,7.000000000,6.125000000,7.000000000,7.000000000,7.000000000,0.000000000,0.000000000,0.000000000,6.176470588,3.478260870,6.779661017,6.160000000,0.000000000,6.187500000,6.391304348,3.134328358
7.425000000,6.118110236,0.000000000,6.862745098,6.100917431,0.000000000,0.000000000,7.000000000,7.000000000,6.118110236,7.000000000,7.000000000,7.000000000,0.000000000,0.000000000,0.000000000,6.176470588,3.463203463,6.722689076,6.166666667,0.000000000,5.823529412,6.416666667,3.529411765
7.425000000,6.118110236,0.000000000,6.862745098,6.100917431,0.000000000,0.000000000,7.000000000,7.000000000,6.118110236,7.000000000,7.000000000,7.000000000,0.000000000,0.000000000,0.000000000,6.176470588,3.463203463,6.722689076,6.166666667,0.000000000,5.823529412,6.416666667,3.529411765
7.425000000,6.118110236,0.000000000,6.862745098,6.100917431,0.000000000,0.000000000,7.000000000,7.000000000,6.118110236,7.000000000,7.000000000,7.000000000,0.000000000,0.000000000,0.000000000,6.176470588,3.433476395,6.611570248,6.179687500,0.000000000,5.210526316,6.461538462,4.114285714
7.363636364,6.125000000,0.000000000,6.862745098,6.100917431,0.000000000,0.000000000,7.000000000,7.000000000,6.125000000,7.000000000,7.000000000,7.000000000,0.000000000,0.000000000,0.000000000,6.176470588,3.433476395,6.611570248,6.179687500,0.000000000,5.210526316,6.461538462,4.114285714
7.425000000,6.118110236,0.000000000,6.862745098,6.100917431,0.000000000,0.000000000,7.000000000,7.000000000,6.118110236,7.000000000,7.000000000,7.000000000,0.000000000,0.000000000,0.000000000,6.176470588,3.433476395,6.611570248,6.179687500,0.000000000,5.210526316,6.461538462,4.114285714
7.487394958,6.111111111,0.000000000,6.862745098,6.100917431,0.000000000,0.000000000,7.000000000,7.000000000,6.111111111,7.000000000,7.000000000,7.000000000,0.000000000,0.000000000,0.000000000,6.176470588,3.433476395,6.611570248,6.179687500,0.000000000,5.210526316,6.461538462,4.114285714
7.550847458,6.104000000,0.000000000,6.862745098,6.100917431,0.000000000,0.000000000,7.000000000,7.000000000,6.104000000,7.000000000,7.000000000,7.000000000,0.000000000,0.000000000,0.000000000,6.176470588,3.448275862,6.666666667,6.173228346,0.000000000,5.500000000,6.440000000,3.695652174
7.487394958,6.111111111,0.000000000,6.862745098,6.100917431,0.000000000,0.000000000,7.000000000,7.000000000,6.111111111,7.000000000,7.000000000,7.000000000,0.000000000,0.000000000,0.000000000,6.169491525,3.478260870,6.722689076,6.166666667,0.000000000,5.823529412,6.416666667,3.294117647
7.550847458,6.104000000,0.000000000,6.862745098,6.100917431,0.000000000,0.000000000,7.000000000,7.000000000,6.104000000,7.000000000,7.000000000,7.000000000,0.000000000,0.000000000,0.000000000,6.169491525,3.478260870,6.722689076,6.166666667,0.000000000,5.823529412,6.416666667,3.294117647
7.550847458,6.104000000,0.000000000,6.862745098,6.100917431,0.000000000,0.000000000,7.000000000,7.000000000,6.104000000,7.000000000,7.000000000,7.000000000,0.000000000,0.000000000,0.000000000,6.169491525,3.478260870,6.722689076,6.166666667,0.000000000,5.823529412,6.416666667,3.294117647
8.389830508,6.857142857,0.000000000,7.843137255,6.836363636,0.000000000,0.000000000,8.000000000,8.000000000,6.857142857,8.000000000,8.000000000,8.000000000,0.000000000,0.000000000,0.000000000,6.924369748,3.478260870,7.563025210,6.929133858,0.000000000,5.823529412,7.360000000,3.294117647
8.319327731,6.866141732,0.000000000,7.843137255,6.836363636,0.000000000,0.000000000,8.000000000,8.000000000,6.866141732,8.000000000,8.000000000,8.000000000,0.000000000,0.000000000,0.000000000,6.924369748,3.478260870,7.563025210,6.929133858,0.000000000,5.823529412,7.360000000,3.294117647
8.319327731,6.866141732,0.000000000,7.843137255,6.836363636,0.000000000,0.000000000,8.000000000,8.000000000,6.866141732,8.000000000,8.000000000,8.000000000,0.000000000,0.000000000,0.000000000,6.924369748,3.478260870,7.563025210,6.929133858,0.000000000,5.823529412,7.360000000,3.294117647
8.319327731,6.866141732,0.000000000,7.843137255,6.836363636,0.000000000,0.000000000,8.000000000,8.000000000,6.866141732,8.000000000,8.000000000,8.000000000,0.000000000,0.000000000,0.000000000,6.924369748,3.493449782,7.627118644,6.920634921,0.000000000,6.187500000,7.333333333,2.910447761
8.319327731,6.866141732,0.000000000,7.843137255,6.836363636,0.000000000,0.000000000,8.000000000,8.000000000,6.866141732,8.000000000,8.000000000,8.000000000,0.000000000,0.000000000,0.000000000,6.924369748,3.508771930,7.692307692,6.912000000,0.000000000,7.071428571,7.272727273,2.564885496
8.319327731,6.866141732,0.000000000,7.843137255,6.836363636,0.000000000,0.000000000,8.000000000,8.000000000,6.866141732,8.000000000,8.000000000,8.000000000,0.000000000,0.000000000,0.000000000,6.924369748,3.508771930,7.692307692,6.912000000,0.000000000,7.071428571,7.272727273,2.564885496
8.319327731,6.866141732,0.000000000,7.843137255,6.836363636,0.000000000,0.000000000,8.000000000,8.000000000,6.866141732,8.000000000,8.000000000,8.000000000,0.000000000,0.000000000,0.000000000,6.915254237,2.643171806,7.692307692,6.912000000,0.000000000,6.600000000,7.304347826,2.954545455
8.319327731,6.866141732,0.000000000,7.843137255,6.836363636,0.000000000,0.000000000,8.000000000,8.000000000,6.866141732,8.000000000,8.000000000,8.000000000,0.000000000,0.000000000,0.000000000,6.915254237,2.643171806,7.692307692,6.912000000,0.000000000,6.600000000,7.304347826,2.954545455
8.319327731,6.866141732,0.000000000,7.843137255,6.836363636,0.000000000,0.000000000,8.000000000,8.000000000,6.866141732,8.000000000,8.000000000,8.000000000,0.000000000,0.000000000,0.000000000,6.905982906,2.643171806,7.627118644,6.920634921,0.000000000,6.187500000,7.333333333,3.343283582
8.319327731,6.866141732,0.000000000,7.843137255,6.836363636,0.000000000,0.000000000,8.000000000,8.000000000,6.866141732,8.000000000,8.000000000,8.000000000,0.000000000,0.000000000,0.000000000,6.905982906,2.643171806,7.627118644,6.920634921,0.000000000,6.187500000,7.333333333,3.343283582
9.151260504,7.593750000,0.000000000,8.910891089,7.527272727,0.000000000,0.000000000,9.000000000,9.000000000,7.593750000,9.000000000,9.000000000,9.000000000,0.000000000,0.000000000,0.000000000,7.627118644,2.654867257,8.547008547,7.642857143,0.000000000,6.600000000,8.250000000,2.954545455
9.983193277,8.294573643,0.000000000,9.900990099,8.198198198,0.000000000,0.000000000,10.000000000,10.000000000,8.294573643,10.000000000,10.000000000,10.000000000,0.000000000,0.000000000,0.000000000,8.319327731,2.654867257,9.401709402,8.346456693,0.000000000,6.600000000,9.200000000,2.954545455
9.983193277,8.294573643,0.000000000,9.900990099,8.198198198,0.000000000,0.000000000,10.000000000,10.000000000,8.294573643,10.000000000,10.000000000,10.000000000,0.000000000,0.000000000,0.000000000,8.319327731,2.666666667,9.482758621,8.333333333,0.000000000,7.071428571,9.166666667,2.584615385
9.983193277,8.294573643,0.000000000,9.900990099,8.198198198,0.000000000,0.000000000,10.000000000,10.000000000,8.294573643,10.000000000,10.000000000,10.000000000,0.000000000,0.000000000,0.000000000,8.319327731,2.666666667,9.482758621,8.333333333,0.000000000,7.071428571,9.166666667,2.584615385
9.983193277,8.294573643,0.000000000,9.900990099,8.198198198,0.000000000,0.000000000,10.000000000,10.000000000,8.294573643,10.000000000,10.000000000,10.000000000,0.000000000,0.000000000,0.000000000,8.319327731,2.654867257,9.401709402,8.346456693,0.000000000,6.600000000,9.200000000,2.954545455
10.815126050,8.969230769,0.000000000,10.891089109,8.839285714,0.000000000,0.000000000,11.000000000,11.000000000,8.969230769,11.000000000,11.000000000,11.000000000,0.000000000,0.000000000,0.000000000,8.983333333,2.654867257,10.256410256,9.023437500,0.000000000,6.600000000,10.153846154,2.954545455
10.815126050,8.969230769,0.000000000,10.891089109,8.839285714,0.000000000,0.000000000,11.000000000,11.000000000,8.969230769,11.000000000,11.000000000,11.000000000,0.000000000,0.000000000,0.000000000,8.983333333,2.654867257,10.256410256,9.023437500,0.000000000,6.600000000,10.153846154,2.954545455
10.636363636,9.000000000,0.000000000,10.891089109,8.839285714,0.000000000,0.000000000,11.000000000,11.000000000,9.000000000,11.000000000,11.000000000,11.000000000,0.000000000,0.000000000,0.000000000,8.983333333,2.654867257,10.256410256,9.023437500,0.000000000,6.600000000,10.153846154,2.954545455
10.636363636,9.000000000,0.000000000,10.891089109,8.839285714,0.000000000,0.000000000,11.000000000,11.000000000,9.000000000,11.000000000,11.000000000,11.000000000,0.000000000,0.000000000,0.000000000,8.983333333,2.654867257,10.256410256,9.023437500,0.000000000,6.600000000,10.153846154,2.954545455
10.636363636,9.000000000,0.000000000,10.891089109,8.839285714,0.000000000,0.000000000,11.000000000,11.000000000,9.000000000,11.000000000,11.000000000,11.000000000,0.000000000,0.000000000,0.000000000,8.983333333,2.643171806,10.169491525,9.038759690,0.000000000,6.187500000,10.185185185,3.343283582
11.454545455,9.654135338,0.000000000,11.881188119,9.451327434,0.000000000,0.000000000,12.000000000,12.000000000,9.654135338,12.000000000,12.000000000,12.000000000,0.000000000,0.000000000,0.000000000,9.619834711,2.643171806,11.016949153,9.692307692,0.000000000,6.187500000,11.142857143,3.343283582
12.272727273,10.283582090,0.000000000,12.871287129,10.035087719,0.000000000,0.000000000,13.000000000,13.000000000,10.283582090,13.000000000,13.000000000,13.000000000,0.000000000,0.000000000,0.000000000,10.229508197,2.643171806,11.864406780,10.320610687,0.000000000,6.187500000,12.103448276,3.343283582
12.272727273,10.283582090,0.000000000,12.871287129,10.035087719,0.000000000,0.000000000,13.000000000,13.000000000,10.283582090,13.000000000,13.000000000,13.000000000,0.000000000,0.000000000,0.000000000,10.229508197,2.643171806,11.864406780,10.320610687,0.000000000,11.647058824,12.133333333,3.777777778
12.272727273,10.283582090,0.000000000,12.871287129,10.035087719,0.000000000,0.000000000,13.000000000,13.000000000,10.283582090,13.000000000,13.000000000,13.000000000,0.000000000,0.000000000,0.000000000,10.229508197,2.643171806,11.864406780,10.320610687,0.000000000,11.647058824,12.133333333,3.777777778
12.272727273,10.283582090,0.000000000,12.871287129,10.035087719,0.000000000,0.000000000,13.000000000,13.000000000,10.283582090,13.000000000,13.000000000,13.000000000,0.000000000,0.000000000,0.000000000,10.229508197,2.643171806,11.864406780,10.320610687,0.000000000,11.647058824,12.133333333,3.777777778
12.272727273,10.283582090,0.000000000,12.871287129,10.035087719,0.000000000,0.000000000,13.000000000,13.000000000,10.283582090,13.000000000,13.000000000,13.000000000,0.000000000,0.000000000,0.000000000,10.229508197,2.631578947,11.764705882,10.340909091,0.000000000,11.000000000,12.161290323,4.204379562
12.272727273,10.283582090,0.000000000,12.871287129,10.035087719,0.000000000,0.000000000,13.000000000,13.000000000,10.283582090,13.000000000,13.000000000,13.000000000,0.000000000,0.000000000,0.000000000,10.252032520,3.478260870,11.666666667,10.360902256,0.000000000,11.000000000,12.161290323,4.173913043
12.272727273,10.283582090,0.000000000,12.871287129,10.035087719,0.000000000,0.000000000,13.000000000,13.000000000,10.283582090,13.000000000,13.000000000,13.000000000,0.000000000,0.000000000,0.000000000,10.296000000,3.448275862,11.666666667,10.360902256,0.000000000,5.823529412,12.133333333,3.722627737
12.272727273,10.283582090,0.000000000,12.871287129,10.035087719,0.000000000,0.000000000,13.000000000,13.000000000,10.283582090,13.000000000,13.000000000,13.000000000,0.000000000,0.000000000,0.000000000,10.296000000,3.433476395,11.570247934,10.380597015,0.000000000,5.500000000,12.161290323,4.143884892
12.375000000,10.263157895,0.000000000,12.871287129,10.035087719,0.000000000,0.000000000,13.000000000,13.000000000,10.263157895,13.000000000,13.000000000,13.000000000,0.000000000,0.000000000,0.000000000,10.296000000,3.433476395,11.570247934,10.380597015,0.000000000,5.500000000,12.161290323,4.143884892
13.200000000,10.865671642,0.000000000,13.861386139,10.591304348,0.000000000,0.000000000,14.000000000,14.000000000,10.865671642,14.000000000,14.000000000,14.000000000,0.000000000,0.000000000,0.000000000,10.718750000,4.237288136,13.114754098,10.911764706,0.000000000,5.500000000,13.125000000,4.114285714
13.200000000,10.865671642,0.000000000,13.861386139,10.591304348,0.000000000,0.000000000,14.000000000,14.000000000,10.865671642,14.000000000,14.000000000,14.000000000,0.000000000,0.000000000,0.000000000,10.718750000,4.237288136,13.114754098,10.911764706,0.000000000,5.500000000,13.125000000,4.114285714
14.142857143,11.417910448,0.000000000,14.851485149,11.120689655,0.000000000,0.000000000,15.000000000,15.000000000,11.417910448,15.000000000,15.000000000,15.000000000,0.000000000,0.000000000,0.000000000,11.279069767,4.237288136,13.934426230,11.496350365,0.000000000,5.500000000,14.090909091,4.114285714
13.423728814,11.503759398,0.000000000,14.851485149,11.120689655,0.000000000,0.000000000,15.000000000,15.000000000,11.503759398,15.000000000,15.000000000,15.000000000,0.000000000,0.000000000,0.000000000,11.279069767,4.255319149,13.223140496,11.580882353,0.000000000,5.823529412,15.000000000,3.695652174
14.384615385,12.030075188,0.000000000,15.841584158,11.623931624,0.000000000,0.000000000,16.000000000,16.000000000,12.030075188,16.000000000,16.000000000,16.000000000,0.000000000,0.000000000,0.000000000,11.815384615,4.237288136,14.754098361,12.057971014,0.000000000,5.500000000,15.058823529,4.114285714
14.384615385,12.030075188,0.000000000,15.841584158,11.623931624,0.000000000,0.000000000,16.000000000,16.000000000,12.030075188,16.000000000,16.000000000,16.000000000,0.000000000,0.000000000,0.000000000,11.815384615,4.237288136,14.754098361,12.057971014,0.000000000,5.500000000,15.058823529,4.114285714
15.230769231,12.559701493,0.000000000,17.647058824,12.000000000,0.000000000,0.000000000,17.000000000,17.000000000,12.559701493,17.000000000,17.000000000,17.000000000,0.000000000,0.000000000,0.000000000,12.328244275,4.255319149,15.702479339,12.565217391,0.000000000,5.823529412,14.117647059,3.695652174
15.230769231,12.559701493,0.000000000,17.647058824,12.000000000,0.000000000,0.000000000,17.000000000,17.000000000,12.559701493,17.000000000,17.000000000,17.000000000,0.000000000,0.000000000,0.000000000,12.328244275,4.255319149,15.702479339,12.565217391,0.000000000,11.000000000,15.085714286,4.143884892
15.230769231,12.559701493,0.000000000,17.647058824,12.000000000,0.000000000,0.000000000,17.000000000,17.000000000,12.559701493,17.000000000,17.000000000,17.000000000,0.000000000,0.000000000,0.000000000,12.328244275,4.255319149,15.702479339,12.565217391,0.000000000,11.000000000,15.085714286,4.143884892
15.230769231,12.559701493,0.000000000,17.647058824,12.000000000,0.000000000,0.000000000,17.000000000,17.000000000,12.559701493,17.000000000,17.000000000,17.000000000,0.000000000,0.000000000,0.000000000,12.363636364,5.063291139,15.573770492,12.597122302,0.000000000,11.000000000,15.085714286,4.114285714
15.230769231,12.559701493,0.000000000,17.647058824,12.000000000,0.000000000,0.000000000,17.000000000,17.000000000,12.559701493,17.000000000,17.000000000,17.000000000,0.000000000,0.000000000,0.000000000,12.363636364,5.063291139,15.573770492,12.597122302,0.000000000,11.000000000,15.085714286,4.114285714
15.230769231,12.559701493,0.000000000,17.647058824,12.000000000,0.000000000,0.000000000,17.000000000,17.000000000,12.559701493,17.000000000,17.000000000,17.000000000,0.000000000,0.000000000,0.000000000,12.328244275,4.255319149,15.702479339,12.565217391,0.000000000,11.000000000,15.085714286,4.143884892
15.101694915,12.592592593,0.000000000,17.647058824,12.000000000,0.000000000,0.000000000,17.000000000,17.000000000,12.592592593,17.000000000,17.000000000,17.000000000,0.000000000,0.000000000,0.000000000,12.328244275,4.255319149,15.702479339,12.565217391,0.000000000,11.000000000,15.085714286,4.143884892
15.101694915,12.592592593,0.000000000,17.647058824,12.000000000,0.000000000,0.000000000,17.000000000,17.000000000,12.592592593,17.000000000,17.000000000,17.000000000,0.000000000,0.000000000,0.000000000,12.328244275,4.273504274,15.833333333,12.532846715,0.000000000,11.647058824,14.117647059,3.722627737
15.101694915,12.592592593,0.000000000,17.647058824,12.000000000,0.000000000,0.000000000,17.000000000,17.000000000,12.592592593,17.000000000,17.000000000,17.000000000,0.000000000,0.000000000,0.000000000,12.292307692,4.291845494,15.833333333,12.532846715,0.000000000,11.647058824,14.117647059,3.722627737
15.940677966,13.102941176,0.000000000,18.627450980,12.450000000,0.000000000,0.000000000,18.000000000,18.000000000,13.102941176,18.000000000,18.000000000,18.000000000,0.000000000,0.000000000,0.000000000,12.778625954,4.291845494,16.666666667,13.043478261,0.000000000,11.647058824,14.142857143,3.722627737
14.974789916,12.625000000,0.000000000,17.647058824,12.000000000,0.000000000,0.000000000,17.000000000,17.000000000,12.625000000,17.000000000,17.000000000,17.000000000,0.000000000,0.000000000,0.000000000,12.292307692,4.273504274,15.702479339,12.565217391,0.000000000,11.000000000,15.085714286,4.143884892
15.000000000,12.656934307,0.000000000,17.647058824,12.000000000,0.000000000,0.000000000,17.000000000,17.000000000,12.656934307,17.000000000,17.000000000,17.000000000,0.000000000,0.000000000,0.000000000,12.218750000,4.310344828,15.702479339,12.565217391,0.000000000,11.111111111,15.085714286,4.143884892
15.000000000,12.656934307,0.000000000,17.647058824,12.000000000,0.000000000,0.000000000,17.000000000,17.000000000,12.656934307,17.000000000,17.000000000,17.000000000,0.000000000,0.000000000,0.000000000,12.218750000,4.310344828,15.702479339,12.565217391,0.000000000,11.111111111,15.085714286,4.143884892
13.445378151,12.207407407,0.000000000,16.666666667,11.525423729,0.000000000,0.000000000,16.000000000,16.000000000,12.207407407,16.000000000,16.000000000,16.000000000,0.000000000,0.000000000,0.000000000,11.716535433,4.310344828,14.876033058,12.029197080,0.000000000,11.111111111,15.058823529,4.143884892
12.605042017,11.641791045,0.000000000,15.686274510,11.025641026,0.000000000,0.000000000,15.000000000,15.000000000,11.641791045,15.000000000,15.000000000,15.000000000,0.000000000,0.000000000,0.000000000,11.190476190,4.310344828,14.049586777,11.470588235,0.000000000,11.111111111,14.090909091,4.143884892
13.445378151,12.207407407,0.000000000,16.666666667,11.525423729,0.000000000,0.000000000,16.000000000,16.000000000,12.207407407,16.000000000,16.000000000,16.000000000,0.000000000,0.000000000,0.000000000,11.716535433,4.310344828,14.876033058,12.029197080,0.000000000,11.111111111,15.058823529,4.143884892
13.559322034,12.179104478,0.000000000,16.666666667,11.525423729,0.000000000,0.000000000,16.000000000,16.000000000,12.179104478,16.000000000,16.000000000,16.000000000,0.000000000,0.000000000,0.000000000,11.716535433,4.291845494,14.754098361,12.057971014,0.000000000,10.526315789,15.085714286,4.581560284
13.559322034,12.179104478,0.000000000,16.666666667,11.525423729,0.000000000,0.000000000,16.000000000,16.000000000,12.179104478,16.000000000,16.000000000,16.000000000,0.000000000,0.000000000,0.000000000,11.716535433,4.291845494,14.754098361,12.057971014,0.000000000,10.526315789,15.085714286,4.581560284
13.675213675,12.150375940,0.000000000,16.666666667,11.525423729,0.000000000,0.000000000,16.000000000,16.000000000,12.150375940,16.000000000,16.000000000,16.000000000,0.000000000,0.000000000,0.000000000,11.750000000,5.932203390,14.516129032,12.114285714,0.000000000,10.526315789,15.085714286,4.517482517
