'AtMostOne(Assign seriousness)','Init(Assign seriousness)',"'AlternateSuccession(Assign seriousness, Closed)'","'NotChainSuccession(Assign seriousness, Closed)'","'AlternateSuccession(Assign seriousness, Resolve ticket)'",'End(Closed)',"'CoExistence(Closed, Assign seriousness)'","'NotSuccession(Closed, Assign seriousness)'","'NotSuccession(Closed, Resolve ticket)'",'AtMostOne(Resolve ticket)','Participation(Resolve ticket)',"'NotSuccession(Resolve ticket, Assign seriousness)'","'ChainSuccession(Resolve ticket, Closed)'"
90.000000000,86.000000000,92.462264151,99.000000000,90.090090090,98.010000000,98.533018868,99.000000000,99.000000000,93.000000000,100.000000000,100.000000000,93.342857143
90.000000000,86.000000000,92.462264151,99.000000000,90.090090090,98.010000000,98.533018868,99.000000000,99.000000000,93.000000000,100.000000000,100.000000000,93.342857143
89.000000000,86.000000000,92.028169014,99.000000000,89.686098655,98.010000000,98.535211268,99.000000000,99.000000000,93.000000000,100.000000000,100.000000000,93.342857143
89.000000000,86.000000000,92.028169014,99.000000000,89.686098655,98.010000000,98.535211268,99.000000000,99.000000000,93.000000000,100.000000000,100.000000000,93.342857143
89.000000000,86.000000000,92.028169014,99.000000000,89.686098655,98.010000000,98.535211268,99.000000000,99.000000000,93.000000000,100.000000000,100.000000000,93.342857143
89.000000000,86.000000000,92.028169014,99.000000000,89.686098655,98.010000000,98.535211268,99.000000000,99.000000000,93.000000000,100.000000000,100.000000000,93.342857143
89.000000000,87.000000000,92.028169014,99.000000000,89.686098655,98.010000000,98.535211268,99.000000000,99.000000000,93.000000000,100.000000000,100.000000000,93.342857143
89.000000000,87.000000000,92.028169014,99.000000000,89.285714286,98.010000000,98.535211268,99.000000000,99.000000000,92.000000000,100.000000000,100.000000000,92.900473934
88.000000000,87.000000000,91.598130841,99.000000000,88.888888889,98.010000000,98.537383178,99.000000000,99.000000000,92.000000000,100.000000000,100.000000000,92.900473934
88.000000000,87.000000000,91.598130841,99.000000000,88.888888889,98.010000000,98.537383178,99.000000000,99.000000000,92.000000000,100.000000000,100.000000000,92.900473934
89.000000000,87.000000000,92.028169014,99.000000000,89.285714286,98.010000000,98.535211268,99.000000000,99.000000000,92.000000000,100.000000000,100.000000000,92.900473934
89.000000000,86.000000000,92.028169014,99.000000000,89.285714286,98.010000000,98.535211268,99.000000000,99.000000000,92.000000000,100.000000000,100.000000000,92.900473934
89.000000000,86.000000000,92.028169014,99.000000000,89.285714286,98.010000000,98.535211268,99.000000000,99.000000000,92.000000000,100.000000000,100.000000000,92.900473934
89.000000000,86.000000000,92.028169014,99.000000000,89.285714286,98.010000000,98.535211268,99.000000000,99.000000000,92.000000000,100.000000000,100.000000000,92.900473934
89.000000000,86.000000000,92.028169014,99.000000000,89.285714286,98.010000000,98.535211268,99.000000000,99.000000000,92.000000000,100.000000000,100.000000000,92.900473934
89.000000000,85.000000000,92.028169014,99.000000000,88.888888889,98.010000000,98.535211268,99.000000000,99.000000000,91.000000000,100.000000000,100.000000000,92.462264151
89.000000000,85.000000000,92.028169014,99.000000000,88.495575221,98.010000000,98.535211268,99.000000000,99.000000000,90.000000000,100.000000000,100.000000000,92.028169014
89.000000000,85.000000000,92.028169014,99.000000000,88.495575221,98.010000000,98.535211268,99.000000000,99.000000000,90.000000000,100.000000000,100.000000000,92.028169014
90.000000000,85.000000000,92.462264151,99.000000000,88.888888889,98.010000000,98.533018868,99.000000000,99.000000000,90.000000000,100.000000000,100.000000000,92.028169014
90.000000000,85.000000000,92.462264151,99.000000000,88.888888889,98.010000000,98.533018868,99.000000000,99.000000000,90.000000000,100.000000000,100.000000000,92.028169014
90.000000000,85.000000000,92.462264151,99.000000000,88.888888889,98.010000000,98.533018868,99.000000000,99.000000000,90.000000000,100.000000000,100.000000000,92.028169014
90.000000000,85.000000000,92.462264151,99.000000000,88.888888889,98.010000000,98.533018868,99.000000000,99.000000000,90.000000000,100.000000000,100.000000000,92.028169014
90.000000000,85.000000000,92.462264151,99.000000000,88.888888889,98.010000000,98.533018868,99.000000000,99.000000000,90.000000000,100.000000000,100.000000000,92.028169014
90.000000000,85.000000000,92.462264151,99.000000000,88.888888889,98.010000000,98.533018868,99.000000000,99.000000000,90.000000000,100.000000000,100.000000000,92.028169014
90.000000000,85.000000000,92.462264151,99.000000000,88.495575221,98.010000000,98.533018868,99.000000000,99.000000000,89.000000000,100.000000000,100.000000000,91.598130841
90.000000000,86.000000000,92.462264151,99.000000000,88.495575221,98.010000000,98.533018868,99.000000000,99.000000000,89.000000000,100.000000000,100.000000000,91.598130841
91.000000000,85.000000000,92.900473934,99.000000000,88.888888889,98.010000000,98.530805687,99.000000000,99.000000000,89.000000000,100.000000000,100.000000000,91.598130841
91.000000000,85.000000000,92.900473934,99.000000000,88.888888889,98.010000000,98.530805687,99.000000000,99.000000000,89.000000000,100.000000000,100.000000000,91.598130841
91.000000000,85.000000000,92.900473934,99.000000000,88.888888889,98.010000000,98.530805687,99.000000000,99.000000000,89.000000000,100.000000000,100.000000000,91.598130841
91.000000000,85.000000000,92.900473934,99.000000000,88.888888889,98.010000000,98.530805687,99.000000000,99.000000000,89.000000000,100.000000000,100.000000000,91.598130841
91.000000000,85.000000000,92.900473934,99.000000000,88.888888889,98.010000000,98.530805687,99.000000000,99.000000000,89.000000000,100.000000000,100.000000000,91.598130841
91.000000000,85.000000000,92.900473934,99.000000000,88.888888889,98.010000000,98.530805687,99.000000000,99.000000000,89.000000000,100.000000000,100.000000000,91.598130841
91.000000000,85.000000000,92.900473934,99.000000000,88.888888889,98.010000000,98.530805687,99.000000000,99.000000000,89.000000000,100.000000000,100.000000000,91.598130841
91.000000000,84.000000000,92.900473934,99.000000000,88.888888889,98.010000000,98.530805687,99.000000000,99.000000000,89.000000000,100.000000000,100.000000000,91.598130841
91.000000000,83.000000000,92.900473934,99.000000000,88.495575221,98.010000000,98.530805687,99.000000000,99.000000000,88.000000000,100.000000000,100.000000000,91.172093023
90.000000000,83.000000000,92.028169014,99.000000000,87.719298246,98.010000000,98.535211268,99.000000000,99.000000000,88.000000000,100.000000000,100.000000000,91.172093023
90.000000000,84.000000000,92.028169014,99.000000000,87.719298246,98.010000000,98.535211268,99.000000000,99.000000000,88.000000000,100.000000000,100.000000000,91.172093023
90.000000000,84.000000000,92.028169014,99.000000000,87.719298246,98.010000000,98.535211268,99.000000000,99.000000000,88.000000000,100.000000000,100.000000000,91.172093023
90.000000000,84.000000000,92.028169014,99.000000000,87.719298246,98.010000000,98.535211268,99.000000000,99.000000000,88.000000000,100.000000000,100.000000000,91.172093023
90.000000000,84.000000000,92.028169014,99.000000000,87.719298246,98.010000000,98.535211268,99.000000000,99.000000000,88.000000000,100.000000000,100.000000000,91.172093023
90.000000000,85.000000000,92.028169014,99.000000000,87.719298246,98.010000000,98.535211268,99.000000000,99.000000000,88.000000000,100.000000000,100.000000000,91.172093023
90.000000000,85.000000000,92.028169014,99.000000000,87.719298246,98.010000000,98.535211268,99.000000000,99.000000000,88.000000000,100.000000000,100.000000000,91.172093023
91.000000000,85.000000000,93.342857143,99.000000000,88.888888889,98.010000000,98.528571429,99.000000000,99.000000000,88.000000000,100.000000000,100.000000000,91.172093023
91.000000000,85.000000000,93.342857143,99.000000000,88.888888889,98.010000000,98.528571429,99.000000000,99.000000000,88.000000000,100.000000000,100.000000000,91.172093023
91.000000000,85.000000000,93.342857143,99.000000000,88.888888889,98.010000000,98.528571429,99.000000000,99.000000000,88.000000000,100.000000000,100.000000000,91.172093023
91.000000000,85.000000000,93.342857143,99.000000000,88.888888889,98.010000000,98.528571429,99.000000000,99.000000000,88.000000000,100.000000000,100.000000000,91.172093023
91.000000000,85.000000000,93.342857143,99.000000000,88.888888889,98.010000000,98.528571429,99.000000000,99.000000000,88.000000000,100.000000000,100.000000000,91.172093023
91.000000000,85.000000000,93.342857143,99.000000000,88.495575221,98.010000000,98.528571429,99.000000000,99.000000000,87.000000000,100.000000000,100.000000000,90.750000000
91.000000000,84.000000000,93.342857143,99.000000000,88.105726872,98.010000000,98.528571429,99.000000000,99.000000000,86.000000000,100.000000000,100.000000000,90.331797235
91.000000000,83.000000000,93.342857143,99.000000000,88.105726872,98.010000000,98.528571429,99.000000000,99.000000000,86.000000000,100.000000000,100.000000000,90.331797235
91.000000000,82.000000000,93.342857143,99.000000000,88.105726872,98.010000000,98.528571429,99.000000000,99.000000000,86.000000000,100.000000000,100.000000000,90.331797235
91.000000000,82.000000000,93.342857143,99.000000000,88.495575221,98.010000000,98.528571429,99.000000000,99.000000000,87.000000000,100.000000000,100.000000000,90.750000000
91.000000000,82.000000000,92.900473934,99.000000000,88.888888889,98.010000000,98.530805687,99.000000000,99.000000000,88.000000000,100.000000000,100.000000000,91.598130841
91.000000000,82.000000000,92.900473934,99.000000000,88.495575221,98.010000000,98.530805687,99.000000000,99.000000000,87.000000000,100.000000000,100.000000000,91.172093023
90.000000000,82.000000000,92.462264151,99.000000000,88.105726872,98.010000000,98.533018868,99.000000000,99.000000000,87.000000000,100.000000000,100.000000000,91.172093023
90.000000000,83.000000000,92.462264151,99.000000000,88.888888889,98.010000000,98.533018868,99.000000000,99.000000000,88.000000000,100.000000000,100.000000000,92.028169014
90.000000000,82.000000000,92.462264151,99.000000000,88.888888889,98.010000000,98.533018868,99.000000000,99.000000000,88.000000000,100.000000000,100.000000000,92.028169014
89.000000000,82.000000000,92.028169014,99.000000000,88.495575221,98.010000000,98.535211268,99.000000000,99.000000000,88.000000000,100.000000000,100.000000000,92.028169014
89.000000000,83.000000000,92.028169014,99.000000000,88.495575221,98.010000000,98.535211268,99.000000000,99.000000000,88.000000000,100.000000000,100.000000000,92.028169014
89.000000000,84.000000000,92.028169014,99.000000000,88.495575221,98.010000000,98.535211268,99.000000000,99.000000000,88.000000000,100.000000000,100.000000000,92.028169014
89.000000000,83.000000000,92.028169014,99.000000000,88.495575221,98.010000000,98.535211268,99.000000000,99.000000000,88.000000000,100.000000000,100.000000000,92.028169014
89.000000000,84.000000000,92.462264151,99.000000000,88.495575221,98.010000000,98.533018868,99.000000000,99.000000000,88.000000000,100.000000000,100.000000000,92.462264151
89.000000000,84.000000000,92.462264151,99.000000000,88.105726872,98.010000000,98.533018868,99.000000000,99.000000000,87.000000000,100.000000000,100.000000000,92.028169014
89.000000000,84.000000000,92.462264151,99.000000000,88.105726872,98.010000000,98.533018868,99.000000000,99.000000000,87.000000000,100.000000000,100.000000000,92.028169014
