"'NotChainSuccession(Assign seriousness, Resolve ticket)'","'Succession(Assign seriousness, Take in charge ticket)'","'CoExistence(Closed, Take in charge ticket)'","'NotSuccession(Closed, Take in charge ticket)'","'AlternatePrecedence(Take in charge ticket, Closed)'","'CoExistence(Resolve ticket, Take in charge ticket)'","'NotSuccession(Resolve ticket, Take in charge ticket)'","'AlternatePrecedence(Take in charge ticket, Resolve ticket)'",'Participation(Take in charge ticket)',"'CoExistence(Take in charge ticket, Assign seriousness)'","'NotSuccession(Take in charge ticket, Assign seriousness)'","'Succession(Take in charge ticket, Closed)'","'NotChainSuccession(Take in charge ticket, Closed)'","'Succession(Take in charge ticket, Resolve ticket)'","'Precedence(Take in charge ticket, Wait)'"
99.000000000,98.585774059,100.000000000,100.000000000,98.039215686,100.000000000,95.319148936,92.105263158,100.000000000,98.585774059,99.000000000,100.000000000,100.000000000,100.000000000,88.888888889
99.000000000,98.584033613,100.000000000,100.000000000,98.039215686,100.000000000,95.299145299,92.105263158,100.000000000,98.584033613,99.000000000,100.000000000,100.000000000,100.000000000,88.235294118
99.000000000,98.584033613,100.000000000,100.000000000,98.039215686,100.000000000,95.278969957,92.920353982,100.000000000,98.584033613,99.000000000,100.000000000,100.000000000,100.000000000,88.235294118
99.000000000,98.584033613,100.000000000,100.000000000,98.039215686,100.000000000,95.278969957,92.920353982,100.000000000,98.584033613,99.000000000,100.000000000,100.000000000,100.000000000,88.235294118
99.000000000,98.587500000,100.000000000,100.000000000,98.039215686,100.000000000,95.299145299,92.920353982,100.000000000,98.587500000,99.000000000,100.000000000,100.000000000,100.000000000,88.888888889
100.000000000,100.000000000,100.000000000,100.000000000,98.039215686,100.000000000,95.258620690,94.594594595,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,88.888888889
100.000000000,100.000000000,100.000000000,100.000000000,98.039215686,100.000000000,95.258620690,94.594594595,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,88.888888889
100.000000000,100.000000000,100.000000000,100.000000000,98.039215686,100.000000000,95.258620690,94.594594595,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,88.888888889
100.000000000,100.000000000,100.000000000,100.000000000,98.039215686,100.000000000,95.258620690,94.594594595,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,88.888888889
100.000000000,100.000000000,100.000000000,100.000000000,98.039215686,100.000000000,95.258620690,94.594594595,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,88.888888889
100.000000000,100.000000000,100.000000000,100.000000000,98.039215686,100.000000000,95.278969957,94.594594595,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,89.473684211
100.000000000,100.000000000,100.000000000,100.000000000,98.039215686,100.000000000,95.278969957,94.594594595,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,89.473684211
100.000000000,100.000000000,100.000000000,100.000000000,98.039215686,100.000000000,93.644067797,95.535714286,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,89.473684211
100.000000000,100.000000000,100.000000000,100.000000000,98.039215686,100.000000000,93.644067797,95.535714286,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,89.473684211
100.000000000,100.000000000,100.000000000,100.000000000,98.039215686,100.000000000,93.644067797,95.535714286,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,89.473684211
100.000000000,100.000000000,100.000000000,100.000000000,98.039215686,100.000000000,93.644067797,95.535714286,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,89.473684211
100.000000000,100.000000000,100.000000000,100.000000000,98.039215686,100.000000000,93.644067797,95.535714286,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,89.473684211
100.000000000,100.000000000,100.000000000,100.000000000,98.039215686,100.000000000,93.644067797,95.535714286,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,89.473684211
100.000000000,100.000000000,100.000000000,100.000000000,98.039215686,100.000000000,93.644067797,95.535714286,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,89.473684211
100.000000000,100.000000000,100.000000000,100.000000000,98.039215686,100.000000000,93.617021277,95.535714286,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,88.888888889
100.000000000,100.000000000,100.000000000,100.000000000,98.039215686,100.000000000,93.644067797,95.535714286,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,89.473684211
100.000000000,100.000000000,100.000000000,100.000000000,98.039215686,100.000000000,93.670886076,95.535714286,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000
100.000000000,100.000000000,100.000000000,100.000000000,98.039215686,100.000000000,93.670886076,95.535714286,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,90.000000000
100.000000000,100.000000000,100.000000000,100.000000000,98.039215686,100.000000000,95.670995671,95.454545455,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.554054054,99.000000000,98.019801980,100.000000000,95.670995671,95.454545455,100.000000000,100.000000000,100.000000000,98.554054054,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.556053812,99.000000000,98.019801980,100.000000000,94.849785408,95.495495495,100.000000000,100.000000000,100.000000000,98.556053812,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.554054054,99.000000000,99.000000000,100.000000000,94.849785408,95.495495495,100.000000000,100.000000000,100.000000000,98.554054054,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.554054054,99.000000000,99.000000000,100.000000000,94.849785408,95.495495495,100.000000000,100.000000000,100.000000000,98.554054054,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.554054054,99.000000000,99.000000000,100.000000000,94.849785408,95.495495495,100.000000000,100.000000000,100.000000000,98.554054054,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.554054054,99.000000000,99.000000000,100.000000000,94.849785408,95.495495495,100.000000000,100.000000000,100.000000000,98.554054054,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.554054054,99.000000000,99.000000000,100.000000000,94.849785408,95.495495495,100.000000000,100.000000000,100.000000000,98.554054054,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.554054054,99.000000000,99.000000000,100.000000000,94.849785408,95.495495495,100.000000000,100.000000000,100.000000000,98.554054054,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.556053812,99.000000000,99.000000000,100.000000000,94.849785408,96.363636364,100.000000000,100.000000000,100.000000000,98.556053812,99.000000000,100.000000000,89.473684211
100.000000000,100.000000000,98.556053812,99.000000000,99.000000000,100.000000000,94.849785408,96.363636364,100.000000000,100.000000000,100.000000000,98.556053812,99.000000000,100.000000000,89.473684211
100.000000000,100.000000000,98.556053812,99.000000000,99.000000000,100.000000000,94.849785408,96.363636364,100.000000000,100.000000000,100.000000000,98.556053812,99.000000000,100.000000000,89.473684211
100.000000000,100.000000000,98.556053812,99.000000000,99.000000000,100.000000000,94.849785408,96.363636364,100.000000000,100.000000000,100.000000000,98.556053812,99.000000000,100.000000000,89.473684211
100.000000000,100.000000000,98.556053812,99.000000000,99.000000000,100.000000000,94.849785408,96.363636364,100.000000000,100.000000000,100.000000000,98.556053812,99.000000000,100.000000000,89.473684211
100.000000000,100.000000000,98.560000000,99.000000000,99.000000000,100.000000000,94.893617021,96.363636364,100.000000000,100.000000000,100.000000000,98.560000000,99.000000000,100.000000000,90.476190476
100.000000000,100.000000000,98.560000000,99.000000000,99.000000000,100.000000000,94.893617021,96.363636364,100.000000000,100.000000000,100.000000000,98.560000000,99.000000000,100.000000000,90.476190476
100.000000000,100.000000000,98.560000000,99.000000000,99.000000000,100.000000000,94.893617021,96.363636364,100.000000000,100.000000000,100.000000000,98.560000000,99.000000000,100.000000000,90.476190476
100.000000000,100.000000000,98.560000000,99.000000000,99.000000000,100.000000000,94.915254237,95.495495495,100.000000000,100.000000000,100.000000000,98.560000000,99.000000000,100.000000000,90.476190476
100.000000000,100.000000000,98.558035714,99.000000000,99.000000000,100.000000000,94.893617021,95.495495495,100.000000000,100.000000000,100.000000000,98.558035714,99.000000000,100.000000000,90.000000000
100.000000000,100.000000000,98.558035714,99.000000000,99.000000000,100.000000000,94.893617021,95.495495495,100.000000000,100.000000000,100.000000000,98.558035714,99.000000000,100.000000000,90.000000000
100.000000000,100.000000000,98.558035714,99.000000000,99.000000000,100.000000000,94.893617021,95.495495495,100.000000000,100.000000000,100.000000000,98.558035714,99.000000000,100.000000000,90.000000000
100.000000000,100.000000000,98.558035714,99.000000000,99.000000000,100.000000000,94.893617021,95.495495495,100.000000000,100.000000000,100.000000000,98.558035714,99.000000000,100.000000000,90.000000000
100.000000000,100.000000000,98.558035714,99.000000000,99.000000000,100.000000000,94.893617021,95.495495495,100.000000000,100.000000000,100.000000000,98.558035714,99.000000000,100.000000000,90.000000000
100.000000000,100.000000000,98.558035714,99.000000000,99.000000000,100.000000000,94.893617021,95.495495495,100.000000000,100.000000000,100.000000000,98.558035714,99.000000000,100.000000000,90.000000000
100.000000000,100.000000000,98.558035714,99.000000000,99.000000000,100.000000000,94.893617021,95.495495495,100.000000000,100.000000000,100.000000000,98.558035714,99.000000000,100.000000000,90.000000000
100.000000000,100.000000000,98.560000000,99.000000000,99.000000000,100.000000000,93.670886076,95.535714286,100.000000000,100.000000000,100.000000000,98.560000000,99.000000000,100.000000000,90.000000000
100.000000000,100.000000000,98.560000000,99.000000000,99.000000000,100.000000000,93.697478992,94.690265487,100.000000000,100.000000000,100.000000000,98.560000000,99.000000000,100.000000000,90.000000000
100.000000000,100.000000000,98.556053812,99.000000000,99.000000000,100.000000000,93.644067797,94.690265487,100.000000000,100.000000000,100.000000000,98.556053812,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.556053812,99.000000000,99.000000000,100.000000000,93.644067797,94.690265487,100.000000000,100.000000000,100.000000000,98.556053812,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.556053812,99.000000000,99.000000000,100.000000000,93.644067797,94.690265487,100.000000000,100.000000000,100.000000000,98.556053812,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.556053812,99.000000000,99.000000000,100.000000000,93.644067797,94.690265487,100.000000000,100.000000000,100.000000000,98.556053812,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.556053812,99.000000000,99.000000000,100.000000000,93.644067797,94.690265487,100.000000000,100.000000000,100.000000000,98.556053812,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.556053812,99.000000000,99.000000000,100.000000000,93.644067797,94.690265487,100.000000000,100.000000000,100.000000000,98.556053812,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.556053812,99.000000000,99.000000000,100.000000000,93.644067797,94.690265487,100.000000000,100.000000000,100.000000000,98.556053812,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.558035714,99.000000000,99.000000000,100.000000000,92.857142857,94.736842105,100.000000000,100.000000000,100.000000000,98.558035714,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.558035714,99.000000000,99.000000000,100.000000000,92.857142857,94.736842105,100.000000000,100.000000000,100.000000000,98.558035714,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.558035714,99.000000000,99.000000000,100.000000000,92.857142857,94.736842105,100.000000000,100.000000000,100.000000000,98.558035714,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.558035714,99.000000000,99.000000000,100.000000000,92.857142857,94.736842105,100.000000000,100.000000000,100.000000000,98.558035714,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.558035714,99.000000000,99.000000000,100.000000000,92.857142857,94.736842105,100.000000000,100.000000000,100.000000000,98.558035714,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.558035714,99.000000000,99.000000000,100.000000000,92.857142857,94.736842105,100.000000000,100.000000000,100.000000000,98.558035714,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.558035714,99.000000000,99.000000000,100.000000000,92.857142857,94.736842105,100.000000000,100.000000000,100.000000000,98.558035714,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.556053812,99.000000000,99.000000000,100.000000000,92.827004219,94.736842105,100.000000000,100.000000000,100.000000000,98.556053812,99.000000000,100.000000000,88.235294118
100.000000000,100.000000000,98.556053812,99.000000000,99.000000000,100.000000000,92.827004219,94.736842105,100.000000000,100.000000000,100.000000000,98.556053812,99.000000000,100.000000000,88.235294118
100.000000000,100.000000000,98.554054054,99.000000000,99.000000000,100.000000000,92.796610169,94.736842105,100.000000000,100.000000000,100.000000000,98.554054054,99.000000000,100.000000000,87.500000000
100.000000000,100.000000000,98.558035714,99.000000000,99.000000000,100.000000000,91.631799163,94.782608696,100.000000000,100.000000000,100.000000000,98.558035714,99.000000000,100.000000000,88.235294118
100.000000000,100.000000000,98.558035714,99.000000000,99.000000000,100.000000000,91.631799163,94.782608696,100.000000000,100.000000000,100.000000000,98.558035714,99.000000000,100.000000000,88.235294118
100.000000000,100.000000000,98.560000000,99.000000000,99.000000000,100.000000000,91.666666667,94.782608696,100.000000000,100.000000000,100.000000000,98.560000000,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.560000000,99.000000000,99.000000000,100.000000000,91.666666667,94.782608696,100.000000000,100.000000000,100.000000000,98.560000000,99.000000000,100.000000000,88.888888889
100.000000000,100.000000000,98.560000000,99.000000000,99.000000000,100.000000000,91.666666667,94.782608696,100.000000000,100.000000000,100.000000000,98.560000000,99.000000000,100.000000000,84.210526316
